stage,difficulty,loop,noteId,noteType,phraseRole,enemyCue,noteTimeMs,durationMs,noteEndMs,trackTimeMs,nearestBeatMs,nearestSubdivisionMs,signedBeatOffsetMs,signedSubdivisionOffsetMs,signedChartGridOffsetMs,barIndex,beatInBar,chartSubdivisionSupportRatio,beatSupportRatio,timingWarning,droppedFromSpacing
warehouse,hard,2,hard-l2-0105,hold,tame,false,59916,529,60445,59916,59804,59952,112,-36,0,21,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0106,tap,answer,false,60798,0,60798,60798,60510,60834,288,-36,0,21,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0107,tap,kobushi,false,61151,0,61151,61151,61216,61187,-65,-36,0,21,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0108,hold,tame,false,61680,529,62209,61680,61922,61716,-242,-36,0,21,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0109,tap,answer,false,62563,0,62563,62563,62628,62599,-65,-36,0,22,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0110,tap,answer,false,62739,0,62739,62739,62628,62775,111,-36,0,22,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0111,tap,call,true,63445,0,63445,63445,63334,63481,111,-36,0,22,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0112,tap,answer,false,64151,0,64151,64151,64039,64187,112,-36,0,22,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0113,tap,kobushi,false,64327,0,64327,64327,64039,64363,288,-36,0,22,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0114,hold,tame,false,64680,529,65209,64680,64745,64716,-65,-36,0,22,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0115,tap,answer,false,65563,0,65563,65563,65451,65599,112,-36,0,23,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0116,tap,kobushi,false,65739,0,65739,65739,65451,65775,288,-36,0,23,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0117,mash,kobushi,false,66092,1059,67151,66092,66157,66128,-65,-36,0,23,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0118,hold,tame,false,67857,529,68386,67857,67569,67893,288,-36,0,23,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0119,tap,answer,false,68739,0,68739,68739,68981,68775,-242,-36,0,24,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0120,tap,kobushi,false,69092,0,69092,69092,68981,69128,111,-36,0,24,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0121,hold,tame,false,69445,529,69974,69445,69686,69481,-241,-36,0,24,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0122,tap,answer,false,70327,0,70327,70327,70392,70363,-65,-36,0,24,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0123,tap,answer,false,70504,0,70504,70504,70392,70540,112,-36,0,24,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0124,tap,call,true,71386,0,71386,71386,71098,71422,288,-36,0,25,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0125,tap,kobushi,true,71563,0,71563,71563,71804,71599,-241,-36,0,25,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0126,tap,answer,false,71739,0,71739,71739,71804,71775,-65,-36,0,25,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0127,hold,tame,false,72445,529,72974,72445,72510,72481,-65,-36,0,25,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0128,tap,answer,false,73327,0,73327,73327,73216,73363,111,-36,0,25,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0129,tap,kobushi,false,73504,0,73504,73504,73216,73540,288,-36,0,25,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0130,mash,kobushi,false,73680,1059,74739,73680,73922,73716,-242,-36,0,26,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0131,hold,tame,false,75445,529,75974,75445,75334,75481,111,-36,0,26,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0132,tap,answer,false,76327,0,76327,76327,76039,76363,288,-36,0,26,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0133,tap,answer,false,76504,0,76504,76504,76745,76540,-241,-36,0,27,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0134,tap,kobushi,false,76680,0,76680,76680,76745,76716,-65,-36,0,27,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0135,tap,kobushi,false,76857,0,76857,76857,76745,76893,112,-36,0,27,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0136,hold,tame,false,77386,529,77915,77386,77451,77422,-65,-36,0,27,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0137,tap,answer,false,78269,0,78269,78269,78157,78304,112,-35,0,27,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0138,tap,call,true,79151,0,79151,79151,78863,79187,288,-36,0,27,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0139,tap,answer,false,79680,0,79680,79680,79569,79716,111,-36,0,28,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0140,hold,tame,false,80033,529,80562,80033,80275,80069,-242,-36,0,28,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0141,tap,answer,false,80916,0,80916,80916,80981,80952,-65,-36,0,28,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0142,tap,kobushi,false,81092,0,81092,81092,80981,81128,111,-36,0,28,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0143,tap,kobushi,false,81445,0,81445,81445,81686,81481,-241,-36,0,28,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0144,mash,kobushi,false,81622,1059,82681,81622,81686,81657,-64,-35,0,28,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0145,hold,tame,false,83210,529,83739,83210,83098,83246,112,-36,0,29,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0146,tap,kobushi,false,84092,0,84092,84092,83804,84128,288,-36,0,29,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0147,tap,answer,false,84269,0,84269,84269,84510,84304,-241,-35,0,29,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0148,tap,kobushi,false,84445,0,84445,84445,84510,84481,-65,-36,0,29,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0149,hold,tame,false,85151,529,85680,85151,85216,85187,-65,-36,0,30,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0150,tap,answer,false,86033,0,86033,86033,85922,86069,111,-36,0,30,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0151,tap,kobushi,false,86210,0,86210,86210,85922,86246,288,-36,0,30,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0152,tap,call,true,87092,0,87092,87092,87334,87128,-242,-36,0,30,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0153,tap,answer,false,87445,0,87445,87445,87334,87481,111,-36,0,30,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0154,hold,tame,false,87798,529,88327,87798,88039,87834,-241,-36,0,31,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0155,tap,answer,false,88680,0,88680,88680,88745,88716,-65,-36,0,31,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0156,tap,kobushi,false,88857,0,88857,88857,88745,88893,112,-36,0,31,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0157,tap,kobushi,false,89033,0,89033,89033,88745,89069,288,-36,0,31,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0158,mash,kobushi,false,89386,1059,90445,89386,89451,89422,-65,-36,0,31,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0159,hold,tame,false,90975,529,91504,90975,90863,91010,112,-35,0,32,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0160,tap,answer,false,91857,0,91857,91857,91569,91893,288,-36,0,32,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0161,tap,answer,false,92033,0,92033,92033,92275,92069,-242,-36,0,32,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0162,tap,kobushi,false,92386,0,92386,92386,92275,92422,111,-36,0,32,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0163,hold,tame,false,92739,529,93268,92739,92981,92775,-242,-36,0,32,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0164,tap,answer,false,93622,0,93622,93622,93686,93657,-64,-35,0,33,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0165,tap,kobushi,false,93798,0,93798,93798,93686,93834,112,-36,0,33,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0166,tap,answer,false,93975,0,93975,93975,93686,94010,289,-35,0,33,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0167,tap,call,true,94680,0,94680,94680,94392,94716,288,-36,0,33,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0168,tap,answer,false,95386,0,95386,95386,95098,95422,288,-36,0,33,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0169,hold,tame,false,95739,529,96268,95739,95804,95775,-65,-36,0,33,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0170,tap,answer,false,96622,0,96622,96622,96510,96657,112,-35,0,34,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0171,tap,kobushi,false,96798,0,96798,96798,96510,96834,288,-36,0,34,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0172,mash,kobushi,false,97151,1059,98210,97151,97216,97187,-65,-36,0,34,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0173,hold,tame,false,98916,529,99445,98916,98628,98952,288,-36,0,34,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0174,tap,answer,false,99798,0,99798,99798,100039,99834,-241,-36,0,35,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0175,tap,kobushi,false,100151,0,100151,100151,100039,100187,112,-36,0,35,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0176,hold,tame,false,100680,529,101209,100680,100745,100716,-65,-36,0,35,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0177,tap,answer,false,101563,0,101563,101563,101451,101599,112,-36,0,35,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0178,tap,answer,false,101739,0,101739,101739,101451,101775,288,-36,0,35,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0179,tap,call,true,102445,0,102445,102445,102157,102481,288,-36,0,36,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0180,tap,answer,false,103151,0,103151,103151,102863,103187,288,-36,0,36,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0181,tap,kobushi,false,103327,0,103327,103327,103569,103363,-242,-36,0,36,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0182,hold,tame,false,103680,529,104209,103680,103569,103716,111,-36,0,36,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0183,tap,kobushi,false,104563,0,104563,104563,104275,104599,288,-36,0,36,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0184,mash,kobushi,false,105092,1059,106151,105092,104981,105128,111,-36,0,37,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0185,hold,tame,false,106680,529,107209,106680,106392,106716,288,-36,0,37,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0186,tap,answer,false,107563,0,107563,107563,107804,107599,-241,-36,0,38,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0187,tap,kobushi,false,107739,0,107739,107739,107804,107775,-65,-36,0,38,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0188,tap,kobushi,false,108092,0,108092,108092,107804,108128,288,-36,0,38,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0189,hold,tame,false,108445,529,108974,108445,108510,108481,-65,-36,0,38,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0190,tap,answer,false,109327,0,109327,109327,109216,109363,111,-36,0,38,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0191,tap,answer,false,109504,0,109504,109504,109216,109540,288,-36,0,38,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0192,tap,call,true,110386,0,110386,110386,110628,110422,-242,-36,0,39,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0193,tap,kobushi,true,110563,0,110563,110563,110628,110599,-65,-36,0,39,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0194,tap,answer,false,110739,0,110739,110739,110628,110775,111,-36,0,39,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0195,hold,tame,false,111445,529,111974,111445,111334,111481,111,-36,0,39,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0196,tap,answer,false,112327,0,112327,112327,112039,112363,288,-36,0,39,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0197,tap,kobushi,false,112504,0,112504,112504,112745,112540,-241,-36,0,39,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0198,mash,kobushi,false,112680,1059,113739,112680,112745,112716,-65,-36,0,39,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0199,hold,tame,false,114445,529,114974,114445,114157,114481,288,-36,0,40,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0200,tap,answer,false,115327,0,115327,115327,115569,115363,-242,-36,0,40,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0201,tap,answer,false,115504,0,115504,115504,115569,115540,-65,-36,0,40,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0202,tap,kobushi,false,115680,0,115680,115680,115569,115716,111,-36,0,40,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0203,hold,tame,false,116033,529,116562,116033,116275,116069,-242,-36,0,41,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0204,tap,answer,false,116916,0,116916,116916,116981,116952,-65,-36,0,41,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0205,tap,answer,false,117092,0,117092,117092,116981,117128,111,-36,0,41,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0206,tap,call,true,118151,0,118151,118151,118392,118187,-241,-36,0,41,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0207,tap,answer,false,118680,0,118680,118680,118392,118716,288,-36,0,41,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0208,hold,tame,false,119033,529,119562,119033,119098,119069,-65,-36,0,42,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0209,tap,answer,false,119916,0,119916,119916,119804,119952,112,-36,0,42,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0210,tap,kobushi,false,120092,0,120092,120092,119804,120128,288,-36,0,42,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0211,tap,kobushi,false,120269,0,120269,120269,120510,120304,-241,-35,0,42,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0212,mash,kobushi,false,120445,1059,121504,120445,120510,120481,-65,-36,0,42,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0213,hold,tame,false,122210,529,122739,122210,121922,122246,288,-36,0,43,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0214,tap,kobushi,false,123092,0,123092,123092,123334,123128,-242,-36,0,43,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0215,tap,answer,false,123269,0,123269,123269,123334,123304,-65,-35,0,43,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0216,tap,kobushi,false,123445,0,123445,123445,123334,123481,111,-36,0,43,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0217,hold,tame,false,124151,529,124680,124151,124039,124187,112,-36,0,43,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0218,tap,answer,false,125033,0,125033,125033,124745,125069,288,-36,0,44,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0219,tap,kobushi,false,125210,0,125210,125210,125451,125246,-241,-36,0,44,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0220,tap,call,true,126092,0,126092,126092,126157,126128,-65,-36,0,44,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0221,tap,answer,false,126445,0,126445,126445,126157,126481,288,-36,0,44,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0222,hold,tame,false,126798,529,127327,126798,126863,126834,-65,-36,0,44,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0223,tap,answer,false,127680,0,127680,127680,127569,127716,111,-36,0,45,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0224,tap,kobushi,false,127857,0,127857,127857,127569,127893,288,-36,0,45,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0225,tap,kobushi,false,128033,0,128033,128033,128275,128069,-242,-36,0,45,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0226,mash,kobushi,false,128386,1059,129445,128386,128275,128422,111,-36,0,45,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0227,hold,tame,false,129975,529,130504,129975,129686,130010,289,-35,0,45,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0228,tap,answer,false,130857,0,130857,130857,131098,130893,-241,-36,0,46,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0229,tap,kobushi,false,131386,0,131386,131386,131098,131422,288,-36,0,46,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0230,hold,tame,false,131739,529,132268,131739,131804,131775,-65,-36,0,46,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0231,tap,answer,false,132622,0,132622,132622,132510,132657,112,-35,0,46,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0232,tap,kobushi,false,132798,0,132798,132798,132510,132834,288,-36,0,46,3,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0233,tap,answer,false,132975,0,132975,132975,133216,133010,-241,-35,0,47,0,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0234,tap,call,true,133680,0,133680,133680,133922,133716,-242,-36,0,47,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0235,tap,answer,false,134033,0,134033,134033,133922,134069,111,-36,0,47,1,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
warehouse,hard,2,hard-l2-0236,hold,tame,false,134739,529,135268,134739,134628,134775,111,-36,0,47,2,0.981,0.857,warehouse: beat support warning 85.7%; warehouse: chart/best subdivision offset warning -36ms,no
