creature_id,display_name,body,trait,cost,attack,hp,speed,weird,ability_name
"014-081","合格祭り","祭り","合格","5","4","5","3","7","合格化祭り体"
"014-082","合格屋台","屋台","合格","5","4","5","3","7","合格化屋台体"
"014-083","合格温泉","温泉","合格","5","4","5","3","7","合格化温泉体"
"014-084","合格畳","畳","合格","5","4","5","3","7","合格化畳体"
"014-085","合格路地","路地","合格","5","4","5","3","7","合格化路地体"
"014-086","合格地下","地下","合格","5","4","5","3","7","合格化地下体"
"014-087","合格電車","電車","合格","5","4","5","3","7","合格化電車体"
"014-088","合格ロボ","ロボ","合格","5","4","5","3","7","合格化ロボ体"
"014-089","合格宇宙","宇宙","合格","5","4","5","3","7","合格化宇宙体"
"014-090","合格時空","時空","合格","5","4","5","3","7","合格化時空体"
"014-091","合格早口","早口","合格","5","4","4","4","9","合格化早口体"
"014-092","合格無口","無口","合格","5","4","4","4","9","合格化無口体"
"014-093","合格巨大","巨大","合格","5","4","4","4","9","合格化巨大体"
"014-094","合格極小","極小","合格","5","4","4","4","9","合格化極小体"
"014-095","合格逆立ち","逆立ち","合格","5","4","4","4","9","合格化逆立ち体"
"014-096","合格透明","透明","合格","5","4","4","4","9","合格化透明体"
"014-097","合格分身","分身","合格","5","4","4","4","9","合格化分身体"
"014-098","合格暴走","暴走","合格","5","4","4","4","9","合格化暴走体"
"014-099","合格変身","変身","合格","5","4","4","4","9","合格化変身体"
"014-100","合格最終","最終","合格","5","4","4","4","9","合格化最終体"
"015-001","部活爺","爺","部活","4","3","5","2","6","部活化爺体"
"015-002","部活婆","婆","部活","4","3","5","2","6","部活化婆体"
"015-003","部活番長","番長","部活","4","3","5","2","7","部活校内抗争"
"015-004","部活忍者","忍者","部活","4","3","5","2","6","部活化忍者体"
"015-005","部活侍","侍","部活","4","3","5","2","6","部活化侍体"
"015-006","部活博士","博士","部活","4","3","5","2","6","部活化博士体"
"015-007","部活王様","王様","部活","4","3","5","2","6","部活化王様体"
"015-008","部活姫","姫","部活","4","3","5","2","6","部活化姫体"
"015-009","部活僧侶","僧侶","部活","4","3","5","2","6","部活化僧侶体"
"015-010","部活商人","商人","部活","4","3","5","2","6","部活化商人体"
"015-011","部活受験","受験","部活","4","2","5","1","8","部活化受験体"
"015-012","部活宿題","宿題","部活","4","2","5","1","8","部活化宿題体"
"015-013","部活赤点","赤点","部活","4","2","5","1","8","部活化赤点体"
"015-014","部活合格","合格","部活","4","2","5","1","8","部活化合格体"
"015-015","部活部活","部活","部活","4","2","5","1","7","部活化部活体"
"015-016","部活文化祭","文化祭","部活","4","2","5","2","7","部活化文化祭体"
"015-017","部活校長","校長","部活","4","2","5","2","7","部活化校長体"
"015-018","部活黒板","黒板","部活","4","2","5","2","7","部活化黒板体"
"015-019","部活消しゴム","消しゴム","部活","4","2","5","2","7","部活化消しゴム体"
"015-020","部活給食","給食","部活","4","2","5","2","7","部活化給食体"
"015-021","部活コブシ","コブシ","部活","4","5","4","3","4","部活化コブシ体"
"015-022","部活牙","牙","部活","4","5","4","3","4","部活化牙体"
"015-023","部活角","角","部活","4","5","4","3","4","部活化角体"
"015-024","部活翼","翼","部活","4","5","4","3","4","部活化翼体"
"015-025","部活尻尾","尻尾","部活","4","5","4","3","4","部活化尻尾体"
"015-026","部活目玉","目玉","部活","4","5","4","3","4","部活化目玉体"
"015-027","部活背骨","背骨","部活","4","5","4","3","4","部活化背骨体"
"015-028","部活鎧","鎧","部活","4","5","4","3","4","部活化鎧体"
"015-029","部活鉄球","鉄球","部活","4","5","4","3","4","部活化鉄球体"
"015-030","部活大砲","大砲","部活","4","5","4","3","4","部活化大砲体"
"015-031","部活火山","火山","部活","5","4","4","4","6","部活化火山体"
"015-032","部活雷","雷","部活","5","4","4","4","6","部活化雷体"
"015-033","部活嵐","嵐","部活","5","4","4","4","6","部活化嵐体"
"015-034","部活雪","雪","部活","5","4","4","4","6","部活化雪体"
"015-035","部活砂漠","砂漠","部活","5","4","4","4","6","部活化砂漠体"
"015-036","部活森","森","部活","5","4","4","4","6","部活化森体"
"015-037","部活海","海","部活","5","4","4","4","6","部活化海体"
"015-038","部活月","月","部活","5","4","4","4","6","部活化月体"
"015-039","部活太陽","太陽","部活","5","4","4","4","6","部活化太陽体"
"015-040","部活星","星","部活","5","4","4","4","6","部活化星体"
"015-041","部活猫","猫","部活","4","4","4","5","4","部活化猫体"
"015-042","部活犬","犬","部活","4","4","4","5","4","部活化犬体"
"015-043","部活蛙","蛙","部活","4","4","4","5","4","部活化蛙体"
"015-044","部活鴉","鴉","部活","4","4","4","5","4","部活化鴉体"
"015-045","部活鯨","鯨","部活","4","4","4","5","4","部活化鯨体"
"015-046","部活蛇","蛇","部活","4","4","4","5","4","部活化蛇体"
"015-047","部活蜘蛛","蜘蛛","部活","4","4","4","5","4","部活化蜘蛛体"
"015-048","部活鮫","鮫","部活","4","4","4","5","4","部活化鮫体"
"015-049","部活狐","狐","部活","4","4","4","5","4","部活化狐体"
"015-050","部活亀","亀","部活","4","4","4","5","4","部活化亀体"
"015-051","部活怒り","怒り","部活","4","2","4","3","9","部活化怒り体"
"015-052","部活涙","涙","部活","4","2","4","3","9","部活化涙体"
"015-053","部活笑い","笑い","部活","4","2","4","3","9","部活化笑い体"
"015-054","部活眠り","眠り","部活","4","2","4","3","9","部活化眠り体"
"015-055","部活夢","夢","部活","4","2","4","3","9","部活化夢体"
"015-056","部活記憶","記憶","部活","4","2","4","3","9","部活化記憶体"
"015-057","部活勇気","勇気","部活","4","2","4","3","9","部活化勇気体"
"015-058","部活嘘","嘘","部活","4","2","4","3","9","部活化嘘体"
"015-059","部活影","影","部活","4","2","4","3","9","部活化影体"
"015-060","部活光","光","部活","4","2","4","3","9","部活化光体"
"015-061","部活鬼","鬼","部活","5","5","5","3","8","部活化鬼体"
"015-062","部活天狗","天狗","部活","5","5","5","3","8","部活化天狗体"
"015-063","部活河童","河童","部活","5","5","5","3","8","部活化河童体"
"015-064","部活幽霊","幽霊","部活","5","5","5","3","8","部活化幽霊体"
"015-065","部活妖精","妖精","部活","5","5","5","3","8","部活化妖精体"
"015-066","部活魔王","魔王","部活","5","5","5","3","8","部活化魔王体"
"015-067","部活勇者","勇者","部活","5","5","5","3","8","部活化勇者体"
"015-068","部活魔法","魔法","部活","5","5","5","3","8","部活化魔法体"
"015-069","部活呪い","呪い","部活","5","5","5","3","8","部活化呪い体"
"015-070","部活祈り","祈り","部活","5","5","5","3","8","部活化祈り体"
"015-071","部活鍋","鍋","部活","4","2","6","2","6","部活化鍋体"
"015-072","部活団子","団子","部活","4","2","6","2","6","部活化団子体"
"015-073","部活饅頭","饅頭","部活","4","2","6","2","6","部活化饅頭体"
"015-074","部活傘","傘","部活","4","2","6","2","6","部活化傘体"
"015-075","部活提灯","提灯","部活","4","2","6","2","6","部活化提灯体"
"015-076","部活鏡","鏡","部活","4","2","6","2","6","部活化鏡体"
"015-077","部活時計","時計","部活","4","2","6","2","6","部活化時計体"
"015-078","部活磁石","磁石","部活","4","2","6","2","6","部活化磁石体"
"015-079","部活歯車","歯車","部活","4","2","6","2","6","部活化歯車体"
"015-080","部活鍵","鍵","部活","4","2","6","2","6","部活化鍵体"
"015-081","部活祭り","祭り","部活","5","4","5","3","7","部活化祭り体"
"015-082","部活屋台","屋台","部活","5","4","5","3","7","部活化屋台体"
"015-083","部活温泉","温泉","部活","5","4","5","3","7","部活化温泉体"
"015-084","部活畳","畳","部活","5","4","5","3","7","部活化畳体"
"015-085","部活路地","路地","部活","5","4","5","3","7","部活化路地体"
"015-086","部活地下","地下","部活","5","4","5","3","7","部活化地下体"
"015-087","部活電車","電車","部活","5","4","5","3","7","部活化電車体"
"015-088","部活ロボ","ロボ","部活","5","4","5","3","7","部活化ロボ体"
"015-089","部活宇宙","宇宙","部活","5","4","5","3","7","部活化宇宙体"
"015-090","部活時空","時空","部活","5","4","5","3","7","部活化時空体"
"015-091","部活早口","早口","部活","5","4","4","4","9","部活化早口体"
"015-092","部活無口","無口","部活","5","4","4","4","9","部活化無口体"
"015-093","部活巨大","巨大","部活","5","4","4","4","9","部活化巨大体"
"015-094","部活極小","極小","部活","5","4","4","4","9","部活化極小体"
"015-095","部活逆立ち","逆立ち","部活","5","4","4","4","9","部活化逆立ち体"
"015-096","部活透明","透明","部活","5","4","4","4","9","部活化透明体"
"015-097","部活分身","分身","部活","5","4","4","4","9","部活化分身体"
"015-098","部活暴走","暴走","部活","5","4","4","4","9","部活化暴走体"
"015-099","部活変身","変身","部活","5","4","4","4","9","部活化変身体"
"015-100","部活最終","最終","部活","5","4","4","4","9","部活化最終体"
"016-001","文化祭爺","爺","文化祭","4","3","5","2","6","文化祭化爺体"
"016-002","文化祭婆","婆","文化祭","4","3","5","2","6","文化祭化婆体"
"016-003","文化祭番長","番長","文化祭","4","3","5","2","7","文化祭校内抗争"
"016-004","文化祭忍者","忍者","文化祭","4","3","5","2","6","文化祭化忍者体"
"016-005","文化祭侍","侍","文化祭","4","3","5","2","6","文化祭化侍体"
"016-006","文化祭博士","博士","文化祭","4","3","5","2","6","文化祭化博士体"
"016-007","文化祭王様","王様","文化祭","4","3","5","2","6","文化祭化王様体"
"016-008","文化祭姫","姫","文化祭","4","3","5","2","6","文化祭化姫体"
"016-009","文化祭僧侶","僧侶","文化祭","4","3","5","2","6","文化祭化僧侶体"
"016-010","文化祭商人","商人","文化祭","4","3","5","2","6","文化祭化商人体"
"016-011","文化祭受験","受験","文化祭","4","2","5","1","8","文化祭化受験体"
"016-012","文化祭宿題","宿題","文化祭","4","2","5","1","8","文化祭化宿題体"
"016-013","文化祭赤点","赤点","文化祭","4","2","5","1","8","文化祭化赤点体"
"016-014","文化祭合格","合格","文化祭","4","2","5","1","8","文化祭化合格体"
"016-015","文化祭部活","部活","文化祭","4","2","5","1","8","文化祭化部活体"
"016-016","文化祭文化祭","文化祭","文化祭","4","2","5","1","7","文化祭化文化祭体"
"016-017","文化祭校長","校長","文化祭","4","2","5","2","7","文化祭化校長体"
"016-018","文化祭黒板","黒板","文化祭","4","2","5","2","7","文化祭化黒板体"
"016-019","文化祭消しゴム","消しゴム","文化祭","4","2","5","2","7","文化祭化消しゴム体"
"016-020","文化祭給食","給食","文化祭","4","2","5","2","7","文化祭化給食体"
"016-021","文化祭コブシ","コブシ","文化祭","4","5","4","3","4","文化祭化コブシ体"
"016-022","文化祭牙","牙","文化祭","4","5","4","3","4","文化祭化牙体"
"016-023","文化祭角","角","文化祭","4","5","4","3","4","文化祭化角体"
"016-024","文化祭翼","翼","文化祭","4","5","4","3","4","文化祭化翼体"
"016-025","文化祭尻尾","尻尾","文化祭","4","5","4","3","4","文化祭化尻尾体"
"016-026","文化祭目玉","目玉","文化祭","4","5","4","3","4","文化祭化目玉体"
"016-027","文化祭背骨","背骨","文化祭","4","5","4","3","4","文化祭化背骨体"
"016-028","文化祭鎧","鎧","文化祭","4","5","4","3","4","文化祭化鎧体"
"016-029","文化祭鉄球","鉄球","文化祭","4","5","4","3","4","文化祭化鉄球体"
"016-030","文化祭大砲","大砲","文化祭","4","5","4","3","4","文化祭化大砲体"
"016-031","文化祭火山","火山","文化祭","5","4","4","4","6","文化祭化火山体"
"016-032","文化祭雷","雷","文化祭","5","4","4","4","6","文化祭化雷体"
"016-033","文化祭嵐","嵐","文化祭","5","4","4","4","6","文化祭化嵐体"
"016-034","文化祭雪","雪","文化祭","5","4","4","4","6","文化祭化雪体"
"016-035","文化祭砂漠","砂漠","文化祭","5","4","4","4","6","文化祭化砂漠体"
"016-036","文化祭森","森","文化祭","5","4","4","4","6","文化祭化森体"
"016-037","文化祭海","海","文化祭","5","4","4","4","6","文化祭化海体"
"016-038","文化祭月","月","文化祭","5","4","4","4","6","文化祭化月体"
"016-039","文化祭太陽","太陽","文化祭","5","4","4","4","6","文化祭化太陽体"
"016-040","文化祭星","星","文化祭","5","4","4","4","6","文化祭化星体"
"016-041","文化祭猫","猫","文化祭","4","4","4","5","4","文化祭化猫体"
"016-042","文化祭犬","犬","文化祭","4","4","4","5","4","文化祭化犬体"
"016-043","文化祭蛙","蛙","文化祭","4","4","4","5","4","文化祭化蛙体"
"016-044","文化祭鴉","鴉","文化祭","4","4","4","5","4","文化祭化鴉体"
"016-045","文化祭鯨","鯨","文化祭","4","4","4","5","4","文化祭化鯨体"
"016-046","文化祭蛇","蛇","文化祭","4","4","4","5","4","文化祭化蛇体"
"016-047","文化祭蜘蛛","蜘蛛","文化祭","4","4","4","5","4","文化祭化蜘蛛体"
"016-048","文化祭鮫","鮫","文化祭","4","4","4","5","4","文化祭化鮫体"
"016-049","文化祭狐","狐","文化祭","4","4","4","5","4","文化祭化狐体"
"016-050","文化祭亀","亀","文化祭","4","4","4","5","4","文化祭化亀体"
"016-051","文化祭怒り","怒り","文化祭","4","2","4","3","9","文化祭化怒り体"
"016-052","文化祭涙","涙","文化祭","4","2","4","3","9","文化祭化涙体"
"016-053","文化祭笑い","笑い","文化祭","4","2","4","3","9","文化祭化笑い体"
"016-054","文化祭眠り","眠り","文化祭","4","2","4","3","9","文化祭化眠り体"
"016-055","文化祭夢","夢","文化祭","4","2","4","3","9","文化祭化夢体"
"016-056","文化祭記憶","記憶","文化祭","4","2","4","3","9","文化祭化記憶体"
"016-057","文化祭勇気","勇気","文化祭","4","2","4","3","9","文化祭化勇気体"
"016-058","文化祭嘘","嘘","文化祭","4","2","4","3","9","文化祭化嘘体"
"016-059","文化祭影","影","文化祭","4","2","4","3","9","文化祭化影体"
"016-060","文化祭光","光","文化祭","4","2","4","3","9","文化祭化光体"
"016-061","文化祭鬼","鬼","文化祭","5","5","5","3","8","文化祭化鬼体"
"016-062","文化祭天狗","天狗","文化祭","5","5","5","3","8","文化祭化天狗体"
"016-063","文化祭河童","河童","文化祭","5","5","5","3","8","文化祭化河童体"
"016-064","文化祭幽霊","幽霊","文化祭","5","5","5","3","8","文化祭化幽霊体"
"016-065","文化祭妖精","妖精","文化祭","5","5","5","3","8","文化祭化妖精体"
"016-066","文化祭魔王","魔王","文化祭","5","5","5","3","8","文化祭化魔王体"
"016-067","文化祭勇者","勇者","文化祭","5","5","5","3","8","文化祭化勇者体"
"016-068","文化祭魔法","魔法","文化祭","5","5","5","3","8","文化祭化魔法体"
"016-069","文化祭呪い","呪い","文化祭","5","5","5","3","8","文化祭化呪い体"
"016-070","文化祭祈り","祈り","文化祭","5","5","5","3","8","文化祭化祈り体"
"016-071","文化祭鍋","鍋","文化祭","4","2","6","2","6","文化祭化鍋体"
"016-072","文化祭団子","団子","文化祭","4","2","6","2","6","文化祭化団子体"
"016-073","文化祭饅頭","饅頭","文化祭","4","2","6","2","6","文化祭化饅頭体"
"016-074","文化祭傘","傘","文化祭","4","2","6","2","6","文化祭化傘体"
"016-075","文化祭提灯","提灯","文化祭","4","2","6","2","6","文化祭化提灯体"
"016-076","文化祭鏡","鏡","文化祭","4","2","6","2","6","文化祭化鏡体"
"016-077","文化祭時計","時計","文化祭","4","2","6","2","6","文化祭化時計体"
"016-078","文化祭磁石","磁石","文化祭","4","2","6","2","6","文化祭化磁石体"
"016-079","文化祭歯車","歯車","文化祭","4","2","6","2","6","文化祭化歯車体"
"016-080","文化祭鍵","鍵","文化祭","4","2","6","2","6","文化祭化鍵体"
"016-081","文化祭祭り","祭り","文化祭","5","4","5","3","7","文化祭化祭り体"
"016-082","文化祭屋台","屋台","文化祭","5","4","5","3","7","文化祭化屋台体"
"016-083","文化祭温泉","温泉","文化祭","5","4","5","3","7","文化祭化温泉体"
"016-084","文化祭畳","畳","文化祭","5","4","5","3","7","文化祭化畳体"
"016-085","文化祭路地","路地","文化祭","5","4","5","3","7","文化祭化路地体"
"016-086","文化祭地下","地下","文化祭","5","4","5","3","7","文化祭化地下体"
"016-087","文化祭電車","電車","文化祭","5","4","5","3","7","文化祭化電車体"
"016-088","文化祭ロボ","ロボ","文化祭","5","4","5","3","7","文化祭化ロボ体"
"016-089","文化祭宇宙","宇宙","文化祭","5","4","5","3","7","文化祭化宇宙体"
"016-090","文化祭時空","時空","文化祭","5","4","5","3","7","文化祭化時空体"
"016-091","文化祭早口","早口","文化祭","5","4","4","4","9","文化祭化早口体"
"016-092","文化祭無口","無口","文化祭","5","4","4","4","9","文化祭化無口体"
"016-093","文化祭巨大","巨大","文化祭","5","4","4","4","9","文化祭化巨大体"
"016-094","文化祭極小","極小","文化祭","5","4","4","4","9","文化祭化極小体"
"016-095","文化祭逆立ち","逆立ち","文化祭","5","4","4","4","9","文化祭化逆立ち体"
"016-096","文化祭透明","透明","文化祭","5","4","4","4","9","文化祭化透明体"
"016-097","文化祭分身","分身","文化祭","5","4","4","4","9","文化祭化分身体"
"016-098","文化祭暴走","暴走","文化祭","5","4","4","4","9","文化祭化暴走体"
"016-099","文化祭変身","変身","文化祭","5","4","4","4","9","文化祭化変身体"
"016-100","文化祭最終","最終","文化祭","5","4","4","4","9","文化祭化最終体"
"017-001","校長爺","爺","校長","4","3","5","2","6","校長化爺体"
"017-002","校長婆","婆","校長","4","3","5","2","6","校長化婆体"
"017-003","校長番長","番長","校長","4","3","5","2","7","校長校内抗争"
"017-004","校長忍者","忍者","校長","4","3","5","2","6","校長化忍者体"
"017-005","校長侍","侍","校長","4","3","5","2","6","校長化侍体"
"017-006","校長博士","博士","校長","4","3","5","2","6","校長化博士体"
"017-007","校長王様","王様","校長","4","3","5","2","6","校長化王様体"
"017-008","校長姫","姫","校長","4","3","5","2","6","校長化姫体"
"017-009","校長僧侶","僧侶","校長","4","3","5","2","6","校長化僧侶体"
"017-010","校長商人","商人","校長","4","3","5","2","6","校長化商人体"
"017-011","校長受験","受験","校長","4","2","5","1","8","校長化受験体"
"017-012","校長宿題","宿題","校長","4","2","5","1","8","校長化宿題体"
"017-013","校長赤点","赤点","校長","4","2","5","1","8","校長化赤点体"
"017-014","校長合格","合格","校長","4","2","5","1","8","校長化合格体"
"017-015","校長部活","部活","校長","4","2","5","1","8","校長化部活体"
"017-016","校長文化祭","文化祭","校長","4","2","5","1","8","校長化文化祭体"
"017-017","校長校長","校長","校長","4","2","5","1","7","校長化校長体"
"017-018","校長黒板","黒板","校長","4","2","5","2","7","校長化黒板体"
"017-019","校長消しゴム","消しゴム","校長","4","2","5","2","7","校長化消しゴム体"
"017-020","校長給食","給食","校長","4","2","5","2","7","校長化給食体"
"017-021","校長コブシ","コブシ","校長","4","5","4","3","4","校長化コブシ体"
"017-022","校長牙","牙","校長","4","5","4","3","4","校長化牙体"
"017-023","校長角","角","校長","4","5","4","3","4","校長化角体"
"017-024","校長翼","翼","校長","4","5","4","3","4","校長化翼体"
"017-025","校長尻尾","尻尾","校長","4","5","4","3","4","校長化尻尾体"
"017-026","校長目玉","目玉","校長","4","5","4","3","4","校長化目玉体"
"017-027","校長背骨","背骨","校長","4","5","4","3","4","校長化背骨体"
"017-028","校長鎧","鎧","校長","4","5","4","3","4","校長化鎧体"
"017-029","校長鉄球","鉄球","校長","4","5","4","3","4","校長化鉄球体"
"017-030","校長大砲","大砲","校長","4","5","4","3","4","校長化大砲体"
"017-031","校長火山","火山","校長","5","4","4","4","6","校長化火山体"
"017-032","校長雷","雷","校長","5","4","4","4","6","校長化雷体"
"017-033","校長嵐","嵐","校長","5","4","4","4","6","校長化嵐体"
"017-034","校長雪","雪","校長","5","4","4","4","6","校長化雪体"
"017-035","校長砂漠","砂漠","校長","5","4","4","4","6","校長化砂漠体"
"017-036","校長森","森","校長","5","4","4","4","6","校長化森体"
"017-037","校長海","海","校長","5","4","4","4","6","校長化海体"
"017-038","校長月","月","校長","5","4","4","4","6","校長化月体"
"017-039","校長太陽","太陽","校長","5","4","4","4","6","校長化太陽体"
"017-040","校長星","星","校長","5","4","4","4","6","校長化星体"
"017-041","校長猫","猫","校長","4","4","4","5","4","校長化猫体"
"017-042","校長犬","犬","校長","4","4","4","5","4","校長化犬体"
"017-043","校長蛙","蛙","校長","4","4","4","5","4","校長化蛙体"
"017-044","校長鴉","鴉","校長","4","4","4","5","4","校長化鴉体"
"017-045","校長鯨","鯨","校長","4","4","4","5","4","校長化鯨体"
"017-046","校長蛇","蛇","校長","4","4","4","5","4","校長化蛇体"
"017-047","校長蜘蛛","蜘蛛","校長","4","4","4","5","4","校長化蜘蛛体"
"017-048","校長鮫","鮫","校長","4","4","4","5","4","校長化鮫体"
"017-049","校長狐","狐","校長","4","4","4","5","4","校長化狐体"
"017-050","校長亀","亀","校長","4","4","4","5","4","校長化亀体"
"017-051","校長怒り","怒り","校長","4","2","4","3","9","校長化怒り体"
"017-052","校長涙","涙","校長","4","2","4","3","9","校長化涙体"
"017-053","校長笑い","笑い","校長","4","2","4","3","9","校長化笑い体"
"017-054","校長眠り","眠り","校長","4","2","4","3","9","校長化眠り体"
"017-055","校長夢","夢","校長","4","2","4","3","9","校長化夢体"
"017-056","校長記憶","記憶","校長","4","2","4","3","9","校長化記憶体"
"017-057","校長勇気","勇気","校長","4","2","4","3","9","校長化勇気体"
"017-058","校長嘘","嘘","校長","4","2","4","3","9","校長化嘘体"
"017-059","校長影","影","校長","4","2","4","3","9","校長化影体"
"017-060","校長光","光","校長","4","2","4","3","9","校長化光体"
"017-061","校長鬼","鬼","校長","5","5","5","3","8","校長化鬼体"
"017-062","校長天狗","天狗","校長","5","5","5","3","8","校長化天狗体"
"017-063","校長河童","河童","校長","5","5","5","3","8","校長化河童体"
"017-064","校長幽霊","幽霊","校長","5","5","5","3","8","校長化幽霊体"
"017-065","校長妖精","妖精","校長","5","5","5","3","8","校長化妖精体"
"017-066","校長魔王","魔王","校長","5","5","5","3","8","校長化魔王体"
"017-067","校長勇者","勇者","校長","5","5","5","3","8","校長化勇者体"
"017-068","校長魔法","魔法","校長","5","5","5","3","8","校長化魔法体"
"017-069","校長呪い","呪い","校長","5","5","5","3","8","校長化呪い体"
"017-070","校長祈り","祈り","校長","5","5","5","3","8","校長化祈り体"
"017-071","校長鍋","鍋","校長","4","2","6","2","6","校長化鍋体"
"017-072","校長団子","団子","校長","4","2","6","2","6","校長化団子体"
"017-073","校長饅頭","饅頭","校長","4","2","6","2","6","校長化饅頭体"
"017-074","校長傘","傘","校長","4","2","6","2","6","校長化傘体"
"017-075","校長提灯","提灯","校長","4","2","6","2","6","校長化提灯体"
"017-076","校長鏡","鏡","校長","4","2","6","2","6","校長化鏡体"
"017-077","校長時計","時計","校長","4","2","6","2","6","校長化時計体"
"017-078","校長磁石","磁石","校長","4","2","6","2","6","校長化磁石体"
"017-079","校長歯車","歯車","校長","4","2","6","2","6","校長化歯車体"
"017-080","校長鍵","鍵","校長","4","2","6","2","6","校長化鍵体"
"017-081","校長祭り","祭り","校長","5","4","5","3","7","校長化祭り体"
"017-082","校長屋台","屋台","校長","5","4","5","3","7","校長化屋台体"
"017-083","校長温泉","温泉","校長","5","4","5","3","7","校長化温泉体"
"017-084","校長畳","畳","校長","5","4","5","3","7","校長化畳体"
"017-085","校長路地","路地","校長","5","4","5","3","7","校長化路地体"
"017-086","校長地下","地下","校長","5","4","5","3","7","校長化地下体"
"017-087","校長電車","電車","校長","5","4","5","3","7","校長化電車体"
"017-088","校長ロボ","ロボ","校長","5","4","5","3","7","校長化ロボ体"
"017-089","校長宇宙","宇宙","校長","5","4","5","3","7","校長化宇宙体"
"017-090","校長時空","時空","校長","5","4","5","3","7","校長化時空体"
"017-091","校長早口","早口","校長","5","4","4","4","9","校長化早口体"
"017-092","校長無口","無口","校長","5","4","4","4","9","校長化無口体"
"017-093","校長巨大","巨大","校長","5","4","4","4","9","校長化巨大体"
"017-094","校長極小","極小","校長","5","4","4","4","9","校長化極小体"
"017-095","校長逆立ち","逆立ち","校長","5","4","4","4","9","校長化逆立ち体"
"017-096","校長透明","透明","校長","5","4","4","4","9","校長化透明体"
"017-097","校長分身","分身","校長","5","4","4","4","9","校長化分身体"
"017-098","校長暴走","暴走","校長","5","4","4","4","9","校長化暴走体"
"017-099","校長変身","変身","校長","5","4","4","4","9","校長化変身体"
"017-100","校長最終","最終","校長","5","4","4","4","9","校長化最終体"
"018-001","黒板爺","爺","黒板","4","3","5","2","6","黒板化爺体"
"018-002","黒板婆","婆","黒板","4","3","5","2","6","黒板化婆体"
"018-003","黒板番長","番長","黒板","4","3","5","2","7","黒板校内抗争"
"018-004","黒板忍者","忍者","黒板","4","3","5","2","6","黒板化忍者体"
"018-005","黒板侍","侍","黒板","4","3","5","2","6","黒板化侍体"
"018-006","黒板博士","博士","黒板","4","3","5","2","6","黒板化博士体"
"018-007","黒板王様","王様","黒板","4","3","5","2","6","黒板化王様体"
"018-008","黒板姫","姫","黒板","4","3","5","2","6","黒板化姫体"
"018-009","黒板僧侶","僧侶","黒板","4","3","5","2","6","黒板化僧侶体"
"018-010","黒板商人","商人","黒板","4","3","5","2","6","黒板化商人体"
"018-011","黒板受験","受験","黒板","4","2","5","1","8","黒板化受験体"
"018-012","黒板宿題","宿題","黒板","4","2","5","1","8","黒板化宿題体"
"018-013","黒板赤点","赤点","黒板","4","2","5","1","8","黒板化赤点体"
"018-014","黒板合格","合格","黒板","4","2","5","1","8","黒板化合格体"
"018-015","黒板部活","部活","黒板","4","2","5","1","8","黒板化部活体"
"018-016","黒板文化祭","文化祭","黒板","4","2","5","1","8","黒板化文化祭体"
"018-017","黒板校長","校長","黒板","4","2","5","1","8","黒板化校長体"
"018-018","黒板黒板","黒板","黒板","4","2","5","1","7","黒板化黒板体"
"018-019","黒板消しゴム","消しゴム","黒板","4","2","5","2","7","黒板化消しゴム体"
"018-020","黒板給食","給食","黒板","4","2","5","2","7","黒板化給食体"
"018-021","黒板コブシ","コブシ","黒板","4","5","4","3","4","黒板化コブシ体"
"018-022","黒板牙","牙","黒板","4","5","4","3","4","黒板化牙体"
"018-023","黒板角","角","黒板","4","5","4","3","4","黒板化角体"
"018-024","黒板翼","翼","黒板","4","5","4","3","4","黒板化翼体"
"018-025","黒板尻尾","尻尾","黒板","4","5","4","3","4","黒板化尻尾体"
"018-026","黒板目玉","目玉","黒板","4","5","4","3","4","黒板化目玉体"
"018-027","黒板背骨","背骨","黒板","4","5","4","3","4","黒板化背骨体"
"018-028","黒板鎧","鎧","黒板","4","5","4","3","4","黒板化鎧体"
"018-029","黒板鉄球","鉄球","黒板","4","5","4","3","4","黒板化鉄球体"
"018-030","黒板大砲","大砲","黒板","4","5","4","3","4","黒板化大砲体"
"018-031","黒板火山","火山","黒板","5","4","4","4","6","黒板化火山体"
"018-032","黒板雷","雷","黒板","5","4","4","4","6","黒板化雷体"
"018-033","黒板嵐","嵐","黒板","5","4","4","4","6","黒板化嵐体"
"018-034","黒板雪","雪","黒板","5","4","4","4","6","黒板化雪体"
"018-035","黒板砂漠","砂漠","黒板","5","4","4","4","6","黒板化砂漠体"
"018-036","黒板森","森","黒板","5","4","4","4","6","黒板化森体"
"018-037","黒板海","海","黒板","5","4","4","4","6","黒板化海体"
"018-038","黒板月","月","黒板","5","4","4","4","6","黒板化月体"
"018-039","黒板太陽","太陽","黒板","5","4","4","4","6","黒板化太陽体"
"018-040","黒板星","星","黒板","5","4","4","4","6","黒板化星体"
"018-041","黒板猫","猫","黒板","4","4","4","5","4","黒板化猫体"
"018-042","黒板犬","犬","黒板","4","4","4","5","4","黒板化犬体"
"018-043","黒板蛙","蛙","黒板","4","4","4","5","4","黒板化蛙体"
"018-044","黒板鴉","鴉","黒板","4","4","4","5","4","黒板化鴉体"
"018-045","黒板鯨","鯨","黒板","4","4","4","5","4","黒板化鯨体"
"018-046","黒板蛇","蛇","黒板","4","4","4","5","4","黒板化蛇体"
"018-047","黒板蜘蛛","蜘蛛","黒板","4","4","4","5","4","黒板化蜘蛛体"
"018-048","黒板鮫","鮫","黒板","4","4","4","5","4","黒板化鮫体"
